gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_014581	FUS_014581-T1	scaffold_69	95120	96127	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_014583	FUS_014583-T1	scaffold_69	103165	104969	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014607	FUS_014607-T1	scaffold_70	38104	39906	-	hypothetical protein	PF00732|PF13450|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_014609	FUS_014609-T1	scaffold_70	43671	44465	-	hypothetical protein	PF00106|PF23441|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014621	FUS_014621-T1	scaffold_70	72100	73811	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_014632	FUS_014632-T1	scaffold_70	101625	103175	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014648	FUS_014648-T1	scaffold_71	19155	20298	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_014655	FUS_014655-T1	scaffold_71	35670	36656	-	hypothetical protein	PF01738|PF00561			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_014661	FUS_014661-T1	scaffold_71	51537	52676	+	hypothetical protein	PF00107			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_014668	FUS_014668-T1	scaffold_71	81119	82889	-	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_014671	FUS_014671-T1	scaffold_71	87180	88574	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014678	FUS_014678-T1	scaffold_71	104324	105842	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_014680	FUS_014680-T1	scaffold_71	112329	113432	+	hypothetical protein	PF00394|PF07732			laccase_MCO		PF00394|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_014681	FUS_014681-T1	scaffold_72	225	1882	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014684	FUS_014684-T1	scaffold_72	6953	8753	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014696	FUS_014696-T1	scaffold_72	39856	41420	-	hypothetical protein	PF07992|PF13450|PF00743|PF13738			FAD_monooxygenase|phenol_monooxygenase		PF00743	pfam_only	Medium	no	FAD_monooxygenase: Includes salicylate-1-monooxygenase | phenol_monooxygenase: Annotated in F. solani (San Martin-Davison 2024)
FUS_014699	FUS_014699-T1	scaffold_72	46613	48328	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014711	FUS_014711-T1	scaffold_72	72109	73011	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014716	FUS_014716-T1	scaffold_72	82608	83414	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014717	FUS_014717-T1	scaffold_72	83851	85739	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014720	FUS_014720-T1	scaffold_72	91206	92527	-	hypothetical protein	PF05978|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014724	FUS_014724-T1	scaffold_72	107641	109439	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014732	FUS_014732-T1	scaffold_73	20472	26318	+	hypothetical protein	PF13857|PF08659|PF13561|PF00106|PF24883|PF13606|PF00023|PF13637|PF12796			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014736	FUS_014736-T1	scaffold_73	32054	33699	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014740	FUS_014740-T1	scaffold_73	44477	46221	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014746	FUS_014746-T1	scaffold_73	59056	60516	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014759	FUS_014759-T1	scaffold_73	93169	94922	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_014760	FUS_014760-T1	scaffold_73	97634	99136	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_014771	FUS_014771-T1	scaffold_74	25906	27959	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014778	FUS_014778-T1	scaffold_74	46009	47679	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_014784	FUS_014784-T1	scaffold_74	59270	61100	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014786	FUS_014786-T1	scaffold_74	63410	64423	-	hypothetical protein	PF12146|PF00561|PF12697	MER0037236		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_014791	FUS_014791-T1	scaffold_74	75710	77487	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014798	FUS_014798-T1	scaffold_74	94339	96401	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014799	FUS_014799-T1	scaffold_74	97279	101195	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_014806	FUS_014806-T1	scaffold_75	23427	25028	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014825	FUS_014825-T1	scaffold_75	77753	79276	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_014826	FUS_014826-T1	scaffold_75	79663	80469	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014831	FUS_014831-T1	scaffold_75	95482	96555	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014832	FUS_014832-T1	scaffold_75	99398	100399	-	hypothetical protein	PF00107			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_014847	FUS_014847-T1	scaffold_76	83359	85072	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_014885	FUS_014885-T1	scaffold_78	25669	27371	+	hypothetical protein	PF01565|PF21834|PF02913			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_014932	FUS_014932-T1	scaffold_78	86670	87356	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014939	FUS_014939-T1	scaffold_79	15741	17512	-	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_014973	FUS_014973-T1	scaffold_80	4185	5165	+	hypothetical protein	PF00106|PF01370|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_014977	FUS_014977-T1	scaffold_80	17482	19532	+	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_014982	FUS_014982-T1	scaffold_80	35957	37569	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_014988	FUS_014988-T1	scaffold_80	48367	56340	-	hypothetical protein	PF08241|PF08659|PF01370|PF13602|PF08242|PF13847|PF14765|PF13649|PF21089|PF22621|PF23114|PF16197|PF00698|PF00109|PF00106|PF00107|PF08240|PF13489|PF02801|PF00550			formaldehyde_dehydrogenase|SDR		PF00107|PF00106	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase | SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015013	FUS_015013-T1	scaffold_81	26728	28693	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015028	FUS_015028-T1	scaffold_82	7348	10098	-	hypothetical protein	PF01565|PF00156|PF04275			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015045	FUS_015045-T1	scaffold_83	12292	13023	-	hypothetical protein	PF12146|PF00561|PF12697	MER0000436		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015111	FUS_015111-T1	scaffold_86	41927	44361	+	hypothetical protein	PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015139	FUS_015139-T1	scaffold_88	36622	38559	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015140	FUS_015140-T1	scaffold_88	41406	43404	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015147	FUS_015147-T1	scaffold_88	64474	65100	+	hypothetical protein	PF00106|PF08659			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015162	FUS_015162-T1	scaffold_90	15726	17307	+	hypothetical protein	PF05978|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015172	FUS_015172-T1	scaffold_90	38791	39698	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015174	FUS_015174-T1	scaffold_90	42355	43557	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_015213	FUS_015213-T1	scaffold_92	14038	15679	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_015240	FUS_015240-T1	scaffold_94	18566	20126	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015243	FUS_015243-T1	scaffold_94	24432	25985	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015262	FUS_015262-T1	scaffold_95	28921	30676	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015267	FUS_015267-T1	scaffold_95	39962	41758	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015272	FUS_015272-T1	scaffold_95	53540	54610	-	hypothetical protein	PF00561|PF12697	MER0017177		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015286	FUS_015286-T1	scaffold_96	45860	46780	+	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015288	FUS_015288-T1	scaffold_96	50272	51354	+	hypothetical protein	PF00106|PF08659			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015309	FUS_015309-T1	scaffold_98	14006	15816	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015323	FUS_015323-T1	scaffold_98	51498	53329	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015329	FUS_015329-T1	scaffold_99	11799	13813	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_015334	FUS_015334-T1	scaffold_99	29964	32755	+	hypothetical protein	PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_015339	FUS_015339-T1	scaffold_99	44618	46195	-	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015356	FUS_015356-T1	scaffold_100	41514	45738	+	hypothetical protein	PF11927|PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_015361	FUS_015361-T1	scaffold_101	463	906	-	hypothetical protein	PF00106|PF08659			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015365	FUS_015365-T1	scaffold_101	10660	11403	-	hypothetical protein	PF08659|PF13561|PF00106|PF13460|PF01370|PF16363			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015373	FUS_015373-T1	scaffold_101	26462	28245	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015399	FUS_015399-T1	scaffold_103	24179	25719	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015442	FUS_015442-T1	scaffold_106	21468	24400	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015446	FUS_015446-T1	scaffold_106	28970	32474	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015449	FUS_015449-T1	scaffold_106	37052	38829	+	hypothetical protein	PF08659|PF13561|PF00106|PF07859|PF01370	MER0034960		SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015474	FUS_015474-T1	scaffold_107	24621	25595	+	hypothetical protein	PF12146|PF00561|PF12697	MER0044581		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015477	FUS_015477-T1	scaffold_107	28391	29486	-	hypothetical protein	PF03459|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015478	FUS_015478-T1	scaffold_107	29526	30311	+	hypothetical protein	PF13410|PF13409|PF00043|PF02798|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_015481	FUS_015481-T1	scaffold_107	31847	32683	-	hypothetical protein	PF12146|PF00561|PF12697	MER0026339		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015483	FUS_015483-T1	scaffold_107	33692	34642	-	hypothetical protein	PF00561|PF12697	MER0014065		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015485	FUS_015485-T1	scaffold_107	35578	36498	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015487	FUS_015487-T1	scaffold_107	37898	39794	-	hypothetical protein	PF00106|PF01544|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015488	FUS_015488-T1	scaffold_107	39803	40669	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015509	FUS_015509-T1	scaffold_108	17934	19724	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015511	FUS_015511-T1	scaffold_108	20869	23264	-	hypothetical protein	PF02410|PF01467|PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_015513	FUS_015513-T1	scaffold_108	26219	27825	-	hypothetical protein	PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015523	FUS_015523-T1	scaffold_108	37604	39722	-	hypothetical protein	PF01547|PF00005|PF13531|PF12849			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015541	FUS_015541-T1	scaffold_110	1420	2772	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_015547	FUS_015547-T1	scaffold_110	12037	15532	-	hypothetical protein	PF13460|PF08659|PF00106|PF04321|PF01370|PF07993|PF04055			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015553	FUS_015553-T1	scaffold_110	22861	24374	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015572	FUS_015572-T1	scaffold_111	6284	9130	+	hypothetical protein	PF23441|PF08659|PF13561|PF00106|PF00083|PF07690			SDR|MFS_transporter		PF00106|PF07690	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful | MFS_transporter: Report separately from catalytic enzymes
FUS_015578	FUS_015578-T1	scaffold_111	28689	29687	-	hypothetical protein	PF00106|PF01370|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015580	FUS_015580-T1	scaffold_111	34105	36187	+	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015581	FUS_015581-T1	scaffold_111	36540	37731	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015585	FUS_015585-T1	scaffold_111	43780	44858	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_015588	FUS_015588-T1	scaffold_112	761	1572	+	hypothetical protein	PF00106|PF23441|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015591	FUS_015591-T1	scaffold_112	10789	12724	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015595	FUS_015595-T1	scaffold_112	27628	28842	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_015601	FUS_015601-T1	scaffold_112	42327	43313	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_015611	FUS_015611-T1	scaffold_113	16478	19603	+	hypothetical protein	PF14850|PF01619|PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_015613	FUS_015613-T1	scaffold_113	20536	21081	-	hypothetical protein	PF00255			glutathione_peroxidase		PF00255	pfam_only	Low	no	
FUS_015621	FUS_015621-T1	scaffold_113	28632	29893	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015638	FUS_015638-T1	scaffold_114	25206	26813	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015644	FUS_015644-T1	scaffold_114	36487	38634	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015654	FUS_015654-T1	scaffold_116	5046	5747	+	hypothetical protein	PF00106|PF23441|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015655	FUS_015655-T1	scaffold_116	5859	7016	-	hypothetical protein	PF00561|PF12697	MER0014065		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015667	FUS_015667-T1	scaffold_116	28136	31022	-	hypothetical protein	PF01497|PF00950|PF00005|PF01032			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015668	FUS_015668-T1	scaffold_116	31149	32027	+	hypothetical protein	PF12146|PF00561|PF12697	MER0031617		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_015690	FUS_015690-T1	scaffold_118	6785	7978	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_015693	FUS_015693-T1	scaffold_118	11642	12589	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015695	FUS_015695-T1	scaffold_118	15317	16969	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_015696	FUS_015696-T1	scaffold_118	18076	19311	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015699	FUS_015699-T1	scaffold_118	23049	23990	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_015703	FUS_015703-T1	scaffold_118	30579	32332	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_015706	FUS_015706-T1	scaffold_119	2001	3283	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_015707	FUS_015707-T1	scaffold_119	3627	8111	-	hypothetical protein	PF04082|PF00096|PF00067|PF00172			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_015723	FUS_015723-T1	scaffold_120	12432	15378	-	hypothetical protein	PF01979|PF00732|PF05199|PF22039	MER0037714		alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_015726	FUS_015726-T1	scaffold_120	16729	18933	-	hypothetical protein	PF00355|PF03466|PF00126|PF13409|PF02798|PF13417			GST		PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_015728	FUS_015728-T1	scaffold_120	19455	24251	+	hypothetical protein	PF02653|PF02608|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015741	FUS_015741-T1	scaffold_121	5577	7568	+	hypothetical protein	PF05992|PF00005|PF06472			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015756	FUS_015756-T1	scaffold_121	22941	23873	-	hypothetical protein	PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_015765	FUS_015765-T1	scaffold_122	4259	6029	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
